OrderID,Region,Category,OrderValue,Units,OrderDate
7483,Northeast,Home,5618.82,1,2025-11-20
7484,West,Pet Supplies,5842.3,2,2025-11-22
7485,South,Stationery & Books,1093.76,1,2025-11-23
7486,Central,Groceries,2764.46,5,2025-10-17
7487,West,Pharmacy,452.16,4,2025-09-16
7488,South,Pharmacy,5076.2,1,2025-09-04
7489,North,Beauty & Personal Care,6135.14,5,2025-10-07
7490,West,Electronics,961.97,3,2025-11-23
7491,Central,Sports & Fitness,459.99,3,2025-11-06
7492,East,Pet Supplies,372.24,2,2025-09-22
7493,North,Stationery & Books,1902.25,4,2025-09-12
7494,East,Home,2933.24,1,2025-11-10
7495,Northeast,Beauty & Personal Care,1405.98,1,2025-10-13
7496,Central,Pharmacy,6911.45,5,2025-09-01
7497,West,Groceries,7311.41,4,2025-11-27
7498,Central,Home,1788.77,5,2025-10-26
7499,East,Stationery & Books,6322.77,3,2025-11-03
7500,Central,Beauty & Personal Care,6027.96,4,2025-09-21
7501,Central,Pet Supplies,6791.03,1,2025-09-18
7502,East,Toys & Games,4985.23,4,2025-11-25
7503,North,Stationery & Books,126.37,2,2025-09-16
7504,East,Electronics,6221.02,3,2025-09-04
7505,East,Pet Supplies,478.17,4,2025-11-14
7506,South,Home,7454.69,4,2025-09-25
7507,South,Pharmacy,5712.43,3,2025-11-12
7508,Central,Electronics,7179.5,5,2025-11-01
7509,West,Groceries,402.56,1,2025-10-31
7510,North,Pharmacy,7080.59,2,2025-10-30
7511,South,Pharmacy,86.69,4,2025-10-22
7512,North,Sports & Fitness,276.45,5,2025-09-13
7513,West,Pharmacy,6597.48,1,2025-10-31
7514,Central,Electronics,72.73,5,2025-10-20
7515,South,Apparel,182.18,2,2025-10-10
7516,East,Electronics,446.32,5,2025-11-11
7517,East,Sports & Fitness,7792.92,3,2025-10-16
7518,Central,Pet Supplies,182.6,2,2025-11-04
7519,East,Electronics,410.32,2,2025-11-30
7520,Northeast,Electronics,2072.09,1,2025-10-30
7521,South,Groceries,1779.25,1,2025-11-25
7522,West,Pharmacy,2244.82,5,2025-10-26
7523,South,Apparel,6925.02,5,2025-11-04
7524,Northeast,Sports & Fitness,2658.14,2,2025-11-10
7525,North,Electronics,3627.97,1,2025-09-02
7526,Central,Apparel,255.68,4,2025-09-17
7527,West,Home,6628.83,4,2025-11-21
7528,South,Pet Supplies,2995.22,1,2025-10-22
7529,North,Pharmacy,7393.02,5,2025-11-03
7530,East,Groceries,421.37,3,2025-11-12
7531,Central,Pet Supplies,5514.51,5,2025-10-03
7532,East,Pet Supplies,1600.45,1,2025-10-08
7533,East,Sports & Fitness,5591.66,4,2025-10-24
7534,East,Toys & Games,7559.9,4,2025-10-23
7535,East,Electronics,239.29,3,2025-10-09
7536,West,Home,1700.38,2,2025-10-08
7537,Northeast,Stationery & Books,3454.28,4,2025-11-08
7538,East,Groceries,61.2,2,2025-11-18
7539,North,Sports & Fitness,156.92,5,2025-10-08
7540,North,Pharmacy,7613.22,3,2025-11-29
7541,East,Stationery & Books,4127.85,2,2025-10-21
7542,Northeast,Sports & Fitness,1724.22,1,2025-10-03
7543,South,Beauty & Personal Care,6888.57,2,2025-09-01
7544,East,Electronics,153.31,4,2025-10-30
7545,South,Groceries,3091.53,4,2025-09-09
7546,North,Groceries,318.09,5,2025-10-01
7547,Central,Stationery & Books,217.77,1,2025-09-27
7548,North,Stationery & Books,338.07,3,2025-11-07
7549,East,Stationery & Books,7581.4,2,2025-09-23
7550,North,Stationery & Books,4675.8,3,2025-09-13
7551,Central,Pet Supplies,5825.0,1,2025-11-14
7552,Central,Electronics,1860.08,1,2025-11-17
7553,West,Stationery & Books,515.52,3,2025-10-19
7554,South,Pharmacy,7198.89,3,2025-11-15
7555,East,Pharmacy,303.73,4,2025-09-26
7556,Northeast,Electronics,2527.91,5,2025-09-17
7557,Northeast,Pharmacy,138.19,1,2025-10-19
7558,North,Pet Supplies,6221.69,2,2025-11-27
7559,North,Toys & Games,152.34,5,2025-10-19
7560,Northeast,Sports & Fitness,4100.91,2,2025-09-22
7561,Central,Groceries,1126.71,2,2025-09-16
7562,East,Sports & Fitness,3737.56,5,2025-11-09
7563,North,Groceries,4273.41,2,2025-10-18
7564,West,Apparel,3199.64,1,2025-10-08
7565,West,Toys & Games,3167.47,5,2025-11-20
7566,South,Electronics,4300.49,3,2025-11-02
7567,North,Toys & Games,7094.21,1,2025-09-08
7568,North,Beauty & Personal Care,4000.78,4,2025-10-15
7569,North,Electronics,225.03,3,2025-09-17
7570,West,Beauty & Personal Care,223.67,4,2025-10-16
7571,Central,Beauty & Personal Care,400.43,4,2025-10-10
7572,Northeast,Pharmacy,1183.09,5,2025-11-21
7573,East,Beauty & Personal Care,7444.12,1,2025-09-30
7574,South,Pet Supplies,233.17,4,2025-11-08
7575,South,Beauty & Personal Care,348.69,1,2025-09-12
7576,Northeast,Pharmacy,221.29,2,2025-09-12
7577,West,Groceries,375.22,2,2025-11-26
7578,Northeast,Beauty & Personal Care,2945.06,4,2025-10-19
7579,East,Home,3743.73,1,2025-09-29
7580,East,Beauty & Personal Care,901.68,4,2025-11-16
7581,East,Pharmacy,469.09,4,2025-10-07
7582,South,Home,460.18,4,2025-09-17
7583,West,Electronics,589.01,3,2025-11-22
7584,East,Apparel,1780.25,1,2025-10-08
7585,East,Pet Supplies,1604.9,3,2025-10-04
7586,Central,Sports & Fitness,87.4,4,2025-10-05
7587,North,Pharmacy,7591.22,1,2025-11-19
7588,North,Toys & Games,3074.17,5,2025-10-26
7589,Central,Beauty & Personal Care,383.97,3,2025-10-17
7590,East,Apparel,5574.44,3,2025-10-17
7591,South,Sports & Fitness,3619.19,5,2025-09-08
7592,North,Stationery & Books,5887.05,3,2025-10-01
7593,East,Stationery & Books,2905.15,5,2025-09-29
7594,West,Beauty & Personal Care,6209.15,4,2025-11-13
7595,East,Apparel,5240.35,1,2025-10-08
7596,Northeast,Home,264.85,4,2025-10-31
7597,Central,Home,962.98,4,2025-11-26
7598,Central,Toys & Games,2244.27,5,2025-09-24
7599,North,Beauty & Personal Care,7725.61,5,2025-11-09
7600,Northeast,Pet Supplies,479.39,5,2025-09-14
7601,South,Apparel,5318.83,5,2025-09-10
7602,Central,Apparel,454.89,1,2025-09-22
7603,North,Apparel,3261.14,5,2025-11-19
7604,Northeast,Toys & Games,4696.19,4,2025-10-17
7605,East,Sports & Fitness,811.7,2,2025-10-21
7606,West,Electronics,179.83,4,2025-11-04
7607,East,Electronics,6734.51,3,2025-09-21
7608,North,Groceries,7647.21,4,2025-10-30
7609,Central,Pharmacy,2496.26,1,2025-10-31
7610,North,Sports & Fitness,6128.16,4,2025-10-21
7611,North,Pet Supplies,425.08,5,2025-11-07
7612,North,Stationery & Books,147.27,1,2025-11-29
7613,West,Pet Supplies,189.29,1,2025-11-18
7614,North,Groceries,7340.77,4,2025-10-27
7615,West,Home,912.85,5,2025-11-03
7616,South,Apparel,3486.71,1,2025-11-26
7617,Central,Groceries,3040.49,2,2025-09-01
7618,West,Groceries,1251.77,2,2025-10-16
7619,South,Apparel,4697.02,2,2025-09-22
7620,Central,Groceries,484.92,1,2025-09-05
7621,Central,Electronics,170.87,5,2025-11-12
7622,North,Groceries,4076.41,1,2025-11-18
7623,North,Electronics,406.17,4,2025-10-24
7624,South,Apparel,4755.65,3,2025-09-20
7625,South,Pet Supplies,3744.77,2,2025-11-20
7626,North,Electronics,1669.5,3,2025-09-03
7627,East,Home,2951.3,2,2025-11-16
7628,Northeast,Home,1127.21,5,2025-09-21
7629,Northeast,Apparel,878.01,4,2025-10-04
7630,East,Pet Supplies,446.06,3,2025-10-13
7631,South,Home,2338.31,3,2025-09-18
7632,South,Pharmacy,2656.12,4,2025-10-29
7633,West,Electronics,119.56,4,2025-09-25
7634,North,Pharmacy,155.8,5,2025-11-21
7635,West,Sports & Fitness,7133.12,2,2025-10-06
7636,Central,Sports & Fitness,829.23,3,2025-09-25
7637,Central,Toys & Games,3630.64,4,2025-11-02
7638,West,Apparel,7604.91,5,2025-09-05
7639,West,Home,491.34,1,2025-11-16
7640,East,Sports & Fitness,498.96,3,2025-10-28
7641,East,Beauty & Personal Care,7319.65,3,2025-10-04
7642,West,Sports & Fitness,416.85,4,2025-09-16
7643,North,Beauty & Personal Care,6097.85,2,2025-10-20
7644,Northeast,Apparel,402.35,2,2025-09-28
7645,West,Toys & Games,380.14,3,2025-10-12
7646,South,Sports & Fitness,2672.32,4,2025-11-16
7647,Northeast,Home,1918.29,1,2025-10-06
7648,Northeast,Groceries,2252.61,4,2025-10-18
7649,East,Pet Supplies,4648.49,2,2025-09-26
7650,South,Pharmacy,2137.72,4,2025-10-13
7651,West,Stationery & Books,4428.92,4,2025-09-17
7652,East,Sports & Fitness,5257.95,1,2025-10-09
7653,South,Pet Supplies,414.26,4,2025-09-15
7654,Northeast,Toys & Games,214.44,4,2025-11-03
7655,West,Groceries,1364.0,1,2025-10-24
7656,East,Stationery & Books,2088.98,3,2025-10-27
7657,South,Pet Supplies,211.19,4,2025-11-10
7658,Northeast,Toys & Games,3322.8,5,2025-11-13
7659,West,Beauty & Personal Care,5041.27,2,2025-10-29
7660,North,Beauty & Personal Care,4674.97,1,2025-11-04
7661,North,Groceries,56.81,2,2025-10-04
7662,West,Sports & Fitness,3019.24,5,2025-10-15
7663,East,Apparel,53.83,5,2025-11-20
7664,South,Toys & Games,6573.89,4,2025-09-22
7665,Northeast,Pharmacy,160.92,1,2025-09-13
7666,West,Beauty & Personal Care,6899.28,4,2025-11-03
7667,North,Home,7213.78,2,2025-10-20
7668,Central,Pharmacy,6506.0,4,2025-10-27
7669,North,Home,5958.6,1,2025-09-26
7670,West,Sports & Fitness,5946.95,3,2025-09-18
7671,East,Groceries,2446.74,5,2025-10-07
7672,Central,Home,278.73,5,2025-10-14
7673,West,Apparel,3936.86,5,2025-10-13
7674,Central,Pet Supplies,2658.02,3,2025-09-24
7675,Northeast,Home,1635.34,1,2025-11-04
7676,North,Electronics,1388.4,4,2025-11-02
7677,West,Stationery & Books,4744.03,1,2025-10-06
7678,Northeast,Beauty & Personal Care,3382.53,2,2025-11-19
7679,Northeast,Toys & Games,202.28,2,2025-09-28
7680,Northeast,Groceries,1458.88,3,2025-11-05
7681,Northeast,Beauty & Personal Care,5440.75,3,2025-11-16
7682,West,Pharmacy,1291.33,3,2025-11-25
7683,South,Home,499.92,1,2025-09-05
7684,North,Sports & Fitness,3236.3,2,2025-10-01
7685,West,Apparel,1432.49,1,2025-11-12
7686,East,Toys & Games,272.96,5,2025-10-10
7687,West,Electronics,477.91,5,2025-09-09
7688,South,Beauty & Personal Care,4883.59,1,2025-11-25
7689,East,Home,1692.87,4,2025-09-23
7690,South,Pet Supplies,400.44,1,2025-10-06
7691,West,Electronics,5122.9,5,2025-09-01
7692,West,Stationery & Books,2699.45,4,2025-11-30
7693,West,Beauty & Personal Care,3798.04,2,2025-10-22
7694,North,Pet Supplies,3316.25,5,2025-09-05
7695,North,Apparel,6914.47,4,2025-11-09
7696,Central,Beauty & Personal Care,239.17,5,2025-10-06
7697,South,Pharmacy,221.68,5,2025-10-17
7698,East,Home,6822.73,1,2025-09-22
7699,Central,Groceries,573.37,2,2025-11-28
7700,West,Pharmacy,1418.04,3,2025-11-05
7701,South,Apparel,3155.78,1,2025-09-12
7702,South,Groceries,4366.7,4,2025-10-01
7703,North,Home,2532.08,2,2025-11-27
7704,North,Groceries,6611.56,4,2025-10-08
7705,Northeast,Sports & Fitness,449.89,4,2025-10-08
7706,Northeast,Beauty & Personal Care,160.02,2,2025-09-27
7707,East,Pharmacy,1976.4,3,2025-10-02
7708,West,Beauty & Personal Care,937.67,3,2025-09-08
7709,North,Sports & Fitness,4816.84,3,2025-09-06
7710,North,Stationery & Books,7614.29,4,2025-09-19
7711,Central,Pet Supplies,393.46,3,2025-09-27
7712,West,Home,980.84,3,2025-11-23
7713,North,Home,4360.98,2,2025-10-28
7714,East,Pet Supplies,446.84,5,2025-09-07
7715,Northeast,Apparel,3406.08,2,2025-10-31
7716,Central,Stationery & Books,4862.94,2,2025-10-21
7717,West,Electronics,2152.89,1,2025-11-15
7718,Central,Stationery & Books,235.99,1,2025-11-17
7719,North,Stationery & Books,64.39,5,2025-09-02
7720,West,Sports & Fitness,1446.05,2,2025-10-11
7721,East,Pet Supplies,283.25,2,2025-10-13
7722,South,Stationery & Books,3027.47,1,2025-10-27
7723,West,Sports & Fitness,326.43,4,2025-10-21
7724,East,Pet Supplies,5848.95,4,2025-10-22
7725,Northeast,Toys & Games,7643.39,4,2025-10-14
7726,Northeast,Beauty & Personal Care,2903.66,4,2025-10-31
7727,Northeast,Beauty & Personal Care,3918.21,4,2025-10-21
7728,North,Beauty & Personal Care,4512.53,2,2025-10-21
7729,East,Electronics,140.76,4,2025-10-25
7730,North,Sports & Fitness,5260.27,5,2025-11-15
7731,West,Beauty & Personal Care,3709.21,3,2025-11-22
7732,East,Home,7166.39,4,2025-09-15
7733,South,Pet Supplies,391.16,3,2025-11-24
7734,East,Stationery & Books,7248.99,3,2025-10-06
7735,North,Pharmacy,189.65,4,2025-10-14
7736,East,Groceries,5699.82,5,2025-11-24
7737,Central,Toys & Games,6419.02,3,2025-09-29
7738,West,Sports & Fitness,202.76,2,2025-10-24
7739,Northeast,Stationery & Books,438.76,1,2025-11-21
7740,North,Toys & Games,5937.11,5,2025-09-18
7741,West,Toys & Games,6299.95,4,2025-09-21
7742,West,Groceries,490.53,4,2025-11-17
7743,Northeast,Sports & Fitness,751.04,5,2025-10-10
7744,East,Pharmacy,6214.37,5,2025-09-16
7745,South,Groceries,7359.41,1,2025-09-28
7746,Central,Pharmacy,5631.33,4,2025-09-24
7747,South,Apparel,348.94,4,2025-09-07
7748,West,Toys & Games,1223.33,5,2025-10-28
7749,East,Sports & Fitness,4444.65,5,2025-11-22
7750,East,Beauty & Personal Care,4187.0,3,2025-11-20
7751,West,Pet Supplies,319.46,4,2025-09-13
7752,Central,Home,906.21,4,2025-11-22
7753,Central,Apparel,6522.75,1,2025-11-21
7754,North,Stationery & Books,6214.44,5,2025-09-27
7755,West,Toys & Games,7868.86,5,2025-11-09
7756,Central,Home,473.93,3,2025-10-15
7757,North,Pharmacy,2461.45,1,2025-10-11
7758,East,Apparel,3304.39,1,2025-10-29
7759,South,Pharmacy,218.1,4,2025-11-12
7760,North,Pharmacy,3631.86,1,2025-11-20
7761,North,Stationery & Books,1734.4,5,2025-11-04
7762,West,Groceries,480.61,5,2025-10-11
7763,West,Toys & Games,4181.85,2,2025-11-02
7764,North,Pharmacy,6129.64,3,2025-11-20
7765,Northeast,Pharmacy,1980.34,5,2025-09-16
7766,Northeast,Pharmacy,6762.06,5,2025-10-09
7767,Central,Beauty & Personal Care,493.15,1,2025-10-17
7768,North,Stationery & Books,2838.59,1,2025-11-13
7769,South,Home,2111.94,3,2025-11-05
7770,South,Pharmacy,142.05,2,2025-10-02
7771,East,Electronics,6514.08,5,2025-11-04
7772,West,Toys & Games,6377.48,4,2025-10-17
7773,Central,Home,1239.1,1,2025-11-22
7774,West,Apparel,1500.36,3,2025-10-05
7775,North,Sports & Fitness,4177.53,5,2025-09-03
7776,West,Pharmacy,77.17,3,2025-10-19
7777,Central,Toys & Games,5743.22,3,2025-11-19
7778,North,Pet Supplies,2572.64,4,2025-09-22
7779,North,Toys & Games,3751.18,5,2025-11-01
7780,West,Apparel,3290.26,4,2025-09-28
7781,West,Electronics,308.85,5,2025-09-16
7782,South,Pet Supplies,6140.81,4,2025-09-01
7783,Northeast,Groceries,4830.66,4,2025-10-20
7784,South,Home,7928.16,3,2025-09-24
7785,South,Groceries,295.29,5,2025-09-02
7786,Northeast,Groceries,7636.03,5,2025-10-07
7787,East,Pet Supplies,5341.51,3,2025-11-01
7788,Central,Stationery & Books,1950.58,2,2025-10-05
7789,North,Pharmacy,298.81,4,2025-09-19
7790,Central,Sports & Fitness,215.17,4,2025-11-05
7791,Central,Beauty & Personal Care,5788.8,4,2025-10-07
7792,East,Pharmacy,478.99,3,2025-10-19
7793,South,Groceries,117.54,3,2025-09-15
7794,West,Beauty & Personal Care,239.7,3,2025-10-17
7795,South,Beauty & Personal Care,6787.26,3,2025-09-01
7796,East,Sports & Fitness,1630.19,4,2025-10-24
7797,West,Apparel,247.28,1,2025-11-05
7798,South,Stationery & Books,945.41,1,2025-11-05
7799,North,Groceries,6840.92,5,2025-10-25
7800,Northeast,Toys & Games,4906.53,5,2025-11-04
7801,Central,Toys & Games,443.02,2,2025-11-17
7802,Central,Pharmacy,4452.37,4,2025-10-21
7803,Central,Stationery & Books,6431.93,2,2025-10-27
7804,East,Stationery & Books,441.75,4,2025-10-29
7805,Central,Electronics,2371.06,1,2025-09-24
7806,West,Pet Supplies,4099.42,4,2025-11-20
7807,South,Beauty & Personal Care,687.99,5,2025-11-02
7808,East,Pet Supplies,143.88,3,2025-11-25
7809,South,Pet Supplies,931.35,4,2025-11-18
7810,West,Apparel,5233.83,2,2025-09-20
7811,Central,Electronics,7713.71,2,2025-11-08
7812,Northeast,Pet Supplies,7874.72,1,2025-11-08
7813,East,Pet Supplies,2207.55,1,2025-11-13
7814,East,Pharmacy,241.01,3,2025-10-06
7815,South,Toys & Games,175.84,5,2025-10-22
7816,Northeast,Sports & Fitness,2553.08,5,2025-09-14
7817,North,Pet Supplies,311.14,1,2025-09-11
7818,West,Pharmacy,231.33,2,2025-09-24
7819,Central,Stationery & Books,5453.9,5,2025-09-19
7820,East,Groceries,5576.73,3,2025-10-19
7821,South,Stationery & Books,6310.84,1,2025-11-28
7822,North,Pet Supplies,3715.51,5,2025-11-15
7823,South,Home,7473.32,1,2025-10-11
7824,East,Pet Supplies,6107.3,3,2025-10-31
7825,Northeast,Pet Supplies,179.19,3,2025-10-05
7826,South,Toys & Games,1252.48,1,2025-11-19
7827,West,Sports & Fitness,3834.72,2,2025-11-13
7828,South,Apparel,7305.88,1,2025-10-28
7829,East,Pharmacy,273.55,2,2025-10-16
7830,West,Beauty & Personal Care,7196.42,4,2025-11-18
7831,Northeast,Pet Supplies,7228.39,1,2025-11-01
7832,East,Beauty & Personal Care,4957.53,1,2025-11-01
7833,North,Toys & Games,480.46,1,2025-09-10
7834,West,Beauty & Personal Care,325.34,5,2025-09-07
7835,Northeast,Electronics,3097.93,5,2025-11-07
7836,South,Pet Supplies,6999.73,3,2025-09-21
7837,East,Beauty & Personal Care,131.67,1,2025-10-14
7838,East,Stationery & Books,87.76,5,2025-10-10
7839,Central,Pet Supplies,3515.2,5,2025-09-11
7840,South,Pharmacy,2876.24,5,2025-10-01
7841,East,Pet Supplies,5444.73,4,2025-09-02
7842,Central,Beauty & Personal Care,6666.67,2,2025-09-02
7843,West,Electronics,4391.72,4,2025-09-09
7844,East,Groceries,254.02,2,2025-11-22
7845,North,Toys & Games,288.67,1,2025-11-16
7846,East,Beauty & Personal Care,6540.13,5,2025-10-29
7847,Central,Pet Supplies,7713.29,2,2025-09-18
7848,North,Apparel,1060.38,3,2025-09-08
7849,North,Beauty & Personal Care,1923.37,1,2025-09-07
7850,Central,Electronics,365.76,5,2025-10-28
7851,East,Stationery & Books,471.09,1,2025-10-12
7852,Central,Home,2313.59,4,2025-10-15
7853,East,Home,7283.54,1,2025-11-19
7854,Northeast,Beauty & Personal Care,4039.44,3,2025-10-29
7855,West,Toys & Games,7449.5,1,2025-10-15
7856,East,Toys & Games,2815.5,4,2025-11-14
7857,North,Beauty & Personal Care,450.3,2,2025-10-18
7858,East,Groceries,3321.11,1,2025-11-20
7859,East,Groceries,280.1,3,2025-11-19
7860,Northeast,Beauty & Personal Care,7184.84,2,2025-10-13
7861,West,Pet Supplies,7450.6,3,2025-10-02
7862,West,Home,6824.99,1,2025-10-19
7863,Northeast,Pharmacy,405.83,5,2025-09-20
7864,Northeast,Toys & Games,701.8,4,2025-09-03
7865,West,Home,354.01,2,2025-10-10
7866,South,Electronics,1480.77,4,2025-11-04
7867,Northeast,Apparel,334.58,5,2025-10-29
7868,North,Pharmacy,457.81,5,2025-10-02
7869,South,Electronics,290.31,1,2025-09-21
7870,South,Home,1855.04,4,2025-09-26
7871,East,Apparel,7241.61,5,2025-10-11
7872,West,Toys & Games,7688.28,5,2025-09-05
7873,North,Groceries,4818.26,3,2025-10-26
7874,Northeast,Pharmacy,3293.5,1,2025-10-12
7875,North,Beauty & Personal Care,5662.08,3,2025-11-05
7876,West,Stationery & Books,266.4,5,2025-11-04
7877,Northeast,Home,7099.35,5,2025-09-14
7878,North,Beauty & Personal Care,6800.39,3,2025-11-21
7879,East,Toys & Games,3058.44,1,2025-11-16
7880,West,Electronics,3612.69,2,2025-10-28
7881,West,Toys & Games,6925.04,3,2025-11-10
7882,Northeast,Beauty & Personal Care,2148.74,4,2025-11-04
7883,West,Toys & Games,5137.13,1,2025-11-19
7884,South,Pharmacy,410.95,1,2025-09-17
7885,West,Apparel,4327.79,3,2025-10-28
7886,Central,Electronics,7148.72,5,2025-09-13
7887,Central,Pharmacy,948.54,3,2025-10-13
7888,South,Pharmacy,139.85,2,2025-10-26
7889,East,Toys & Games,7225.22,2,2025-10-18
7890,West,Stationery & Books,255.31,5,2025-09-25
7891,South,Sports & Fitness,329.27,1,2025-10-20
7892,West,Toys & Games,7108.45,3,2025-10-28
7893,Central,Stationery & Books,7497.49,3,2025-11-06
7894,Northeast,Pharmacy,2855.67,4,2025-11-04
7895,East,Groceries,707.08,4,2025-10-10
7896,South,Pet Supplies,1282.66,4,2025-11-13
7897,East,Toys & Games,6864.45,4,2025-11-15
7898,North,Stationery & Books,197.96,1,2025-10-08
7899,Central,Groceries,1084.46,2,2025-10-04
7900,East,Electronics,3739.93,3,2025-09-17
7901,Central,Home,1153.46,4,2025-10-28
7902,North,Toys & Games,2940.69,2,2025-10-18
7903,West,Beauty & Personal Care,211.74,5,2025-09-03
7904,North,Home,358.2,3,2025-11-26
7905,North,Beauty & Personal Care,241.46,5,2025-09-30
7906,East,Groceries,82.27,4,2025-09-12
7907,Central,Electronics,4803.84,4,2025-10-15
7908,Northeast,Electronics,1262.47,5,2025-10-09
7909,East,Electronics,4491.62,2,2025-11-04
7910,Central,Sports & Fitness,442.43,2,2025-11-10
7911,Central,Toys & Games,4380.95,5,2025-09-10
7912,East,Pharmacy,3369.64,5,2025-11-06
7913,East,Stationery & Books,7842.77,1,2025-10-29
7914,Central,Pet Supplies,5925.97,4,2025-10-15
7915,East,Home,53.08,1,2025-10-01
7916,East,Beauty & Personal Care,5110.05,5,2025-09-16
7917,North,Stationery & Books,129.81,4,2025-09-28
7918,South,Apparel,401.98,2,2025-09-24
7919,West,Pet Supplies,143.39,4,2025-09-08
7920,North,Beauty & Personal Care,3174.79,3,2025-10-04
7921,South,Apparel,2451.32,2,2025-11-24
7922,North,Beauty & Personal Care,1923.75,3,2025-11-12
7923,East,Electronics,5109.31,4,2025-11-05
7924,East,Apparel,964.5,1,2025-11-21
7925,Central,Stationery & Books,7118.64,3,2025-09-21
7926,North,Home,433.61,3,2025-10-02
7927,North,Electronics,3756.57,4,2025-09-12
7928,East,Groceries,7431.56,2,2025-09-21
7929,West,Groceries,5344.46,2,2025-10-19
7930,South,Pharmacy,3968.74,5,2025-09-27
7931,South,Stationery & Books,2754.59,5,2025-10-11
7932,Central,Apparel,2590.48,4,2025-10-17
7933,East,Apparel,3165.26,3,2025-11-19
7934,East,Electronics,5134.45,3,2025-10-31
7935,West,Pharmacy,380.84,1,2025-09-08
7936,South,Apparel,392.07,5,2025-10-02
7937,West,Beauty & Personal Care,6388.73,2,2025-11-22
7938,North,Home,406.74,3,2025-10-31
7939,Northeast,Beauty & Personal Care,4447.83,2,2025-10-07
7940,Central,Toys & Games,1453.96,2,2025-09-26
7941,East,Home,7536.76,2,2025-11-03
7942,East,Apparel,5602.08,3,2025-09-09
7943,West,Toys & Games,3744.15,5,2025-09-03
7944,Northeast,Pet Supplies,2418.17,1,2025-09-20
7945,East,Sports & Fitness,70.89,1,2025-09-14
7946,North,Pharmacy,96.17,2,2025-09-21
7947,South,Pet Supplies,437.07,4,2025-09-14
7948,Central,Stationery & Books,209.79,3,2025-10-21
7949,North,Home,2230.08,2,2025-09-22
7950,West,Apparel,7313.73,1,2025-10-23
7951,East,Groceries,3445.74,5,2025-09-16
7952,West,Sports & Fitness,7700.06,1,2025-09-05
7953,Northeast,Beauty & Personal Care,240.22,3,2025-09-13
7954,South,Pharmacy,1926.3,3,2025-11-30
7955,East,Toys & Games,372.77,5,2025-09-06
7956,Northeast,Pharmacy,4756.79,2,2025-10-25
7957,South,Pharmacy,3055.51,2,2025-09-13
7958,West,Stationery & Books,5225.02,1,2025-11-21
7959,South,Pharmacy,354.16,2,2025-10-07
7960,North,Pet Supplies,4316.22,1,2025-11-18
7961,Central,Beauty & Personal Care,7534.94,4,2025-11-01
7962,Central,Pet Supplies,7630.25,5,2025-09-28
7963,Northeast,Electronics,4714.7,4,2025-11-20
7964,East,Toys & Games,1126.04,1,2025-10-22
7965,North,Apparel,4208.3,3,2025-10-26
7966,Central,Toys & Games,2020.25,4,2025-09-27
7967,North,Apparel,3563.01,4,2025-11-15
7968,Central,Toys & Games,4545.03,3,2025-11-08
7969,South,Electronics,945.3,4,2025-10-20
7970,East,Electronics,257.75,5,2025-11-03
7971,West,Beauty & Personal Care,1086.29,3,2025-10-08
7972,East,Sports & Fitness,142.21,1,2025-11-24
7973,Northeast,Apparel,4679.18,5,2025-11-13
7974,Central,Beauty & Personal Care,1917.89,3,2025-11-18
7975,Central,Home,167.78,3,2025-10-20
7976,East,Apparel,7023.65,5,2025-09-22
7977,West,Groceries,536.71,5,2025-11-22
7978,Central,Electronics,343.98,5,2025-11-27
7979,Central,Electronics,2688.58,3,2025-10-24
7980,North,Stationery & Books,158.96,3,2025-11-25
7981,West,Home,7316.55,4,2025-11-16
7982,East,Electronics,2774.06,2,2025-09-22
7983,East,Home,6973.77,3,2025-11-29
7984,East,Pharmacy,1448.7,1,2025-09-02
7985,Central,Electronics,1536.74,2,2025-11-30
7986,Central,Toys & Games,1893.08,4,2025-10-14
7987,Central,Apparel,4616.95,2,2025-10-18
7988,South,Home,7127.91,5,2025-09-16
7989,North,Pet Supplies,323.59,4,2025-09-01
7990,Central,Groceries,440.05,1,2025-11-26
7991,Northeast,Beauty & Personal Care,5370.44,2,2025-09-10
7992,North,Sports & Fitness,7214.83,2,2025-11-05
7993,West,Pet Supplies,2812.85,2,2025-11-08
7994,West,Sports & Fitness,6264.83,2,2025-11-10
7995,West,Electronics,2924.98,2,2025-09-05
7996,South,Groceries,3370.99,4,2025-10-20
7997,East,Sports & Fitness,457.81,1,2025-09-09
7998,North,Beauty & Personal Care,5076.41,5,2025-10-28
7999,Northeast,Home,1981.23,3,2025-10-28
8000,East,Pharmacy,142.86,3,2025-11-03
8001,Northeast,Pet Supplies,3357.36,3,2025-10-17
8002,South,Toys & Games,187.75,2,2025-09-12
8003,East,Electronics,1878.13,2,2025-10-09
8004,South,Apparel,188.96,3,2025-11-27
8005,Northeast,Apparel,5092.55,2,2025-11-16
8006,Northeast,Home,7988.92,2,2025-10-11
8007,East,Apparel,7844.63,4,2025-11-03
8008,East,Groceries,138.33,1,2025-10-07
8009,East,Home,257.1,2,2025-10-24
8010,North,Sports & Fitness,138.57,4,2025-09-02
8011,Northeast,Groceries,101.76,1,2025-11-23
8012,North,Beauty & Personal Care,2007.55,4,2025-11-03
8013,East,Apparel,1906.23,4,2025-09-20
8014,East,Beauty & Personal Care,3636.34,4,2025-09-26
8015,Central,Toys & Games,5221.83,2,2025-10-10
8016,West,Pet Supplies,451.54,1,2025-11-30
8017,Northeast,Pharmacy,6311.6,5,2025-10-19
8018,South,Electronics,477.5,4,2025-09-01
